latitude,longitude
36.49804,127.32304
36.49818,127.32136
36.52621,127.27124
36.525953,127.271563
36.48943,127.26369
36.49113,127.26272
36.487455,127.264688
36.487455,127.264688
36.487455,127.264688
36.48803,127.2641
36.48803,127.2641
36.48803,127.2641
36.531793,127.320273
36.531793,127.320273
36.531963,127.31982
36.531963,127.31982
36.531997,127.320307
36.50435,127.26735
36.500832,127.25934
36.501603,127.260102
36.49776,127.2605
36.50446,127.267197
36.496672,127.266642
36.470815,127.273172
36.47064,127.273188
36.496745,127.266467
36.502435,127.260903
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.60099,127.29713
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.599942,127.29819
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.5884,127.29841
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.58577,127.29582
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.586698,127.297173
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59127,127.29897
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59705,127.29895
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.59898,127.29861
36.602458,127.303523
36.602458,127.303523
36.602458,127.303523
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58401,127.29416
36.58373,127.28447
36.58373,127.28447
36.58576,127.28655
36.58576,127.28655
36.59199,127.29667
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.58365,127.29409
36.598,127.29075
36.598,127.29075
36.60169,127.29016
36.60169,127.29016
36.606843,127.291415
36.606843,127.291415
36.606843,127.291415
36.606843,127.291415
36.61076,127.29344
36.61076,127.29344
36.61076,127.29344
36.61076,127.29344
36.61076,127.29344
36.61076,127.29344
36.61076,127.29344
36.61076,127.29344
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61236,127.29459
36.61024,127.29666
